EVA_NR;IFOPT;NAME
8000833;de:09462:22250;Bayreuth-St Georgen
8000834;de:09182:43151;Bayrischzell
8000840;de:10042:8000840;Beckingen(Saar)
8000842;de:05154:36118;Bedburg-Hau
8000846;de:05570:35258;Beelen
8000850;de:09574:7820;Behringersdorf
8000851;de:06440:11155;Beienheim
8000853;de:05316:22101;Opladen
8000858;de:08425:2460;Beimerstetten
8000859;de:06634:219633;Malsfeld-Beiseförth
8000860;de:01058:8050;Beldorf
8000861;de:07334:1746;Bellheim Am Mühlbuckel
8000862;de:09775:4261;Bellenberg
8000863;de:07334:32660;Bellheim Bf
8000864;de:08336:6628;Bad Bellingen
8000865;de:08116:5772;Bempflingen
8000869;de:09173:4880;Benediktbeuern
8000870;de:07231:40035;Bengel
8000871;de:03241:9911;Bennemühlen
8000872;de:03241:5844;Bennigsen
8000873;de:08118:1500;Benningen(Neckar)
8000875;de:10043:8000875;Ottweiler(Saar)
8000876;de:07317:8141;Pirmasens Nord
8000877;de:06431:248;Bensheim-Auerbach
8000879;de:03456:4115;Bad Bentheim
8000880;de:08335:6560;Radolfzell
8000882;de:09375:559;Beratzhausen
8000885;de:09172:90194;Berchtesgaden Hbf
8000887;de:05562:3644;Recklinghausen Süd
8000888;de:09189:40781;Bergen(Oberbay)
8000889;de:08135:1561;Bergenweiler
8000890;de:07334:35129;Berg(Pfalz)
8000891;de:06435:11052;Schlüchtern
8000892;de:05970:10270;Berghausen(b Wittgenstein)
8000893;de:08215:2008;Berghausen(Baden)
8000894;de:07338:3391;Berghausen(Pfalz)
8000899;de:05378:31201;Bergisch Gladbach
8000901;ch:23017:53520;Beringerfeld
8000902;de:09679:4034;Bergtheim
8000903;ch:23017:63965;Beringen Bad Bf
8000904;de:05958:35291;Beringhausen
8000905;de:01058:8564;Beringstedt
8000907;de:05970:10272;Bad Berleburg
8000908;de:02000:10952;Hamburg Berliner Tor
8000909;de:08435:14623;Bermatingen-Ahausen
8000911;de:09187:43635;Bernau a Chiemsee
8000913;de:03461:8941;Berne
8000918;de:09190:90040;Bernried
8000919;de:03459:8989;Bersenbrück
8000921;de:07143:4626;Berzhahn
8000923;de:10042:8000923;Besch
8000925;de:08118:5583;Besigheim
8000926;de:10042:8000926;Besseringen
8000927;de:05958:11524;Bestwig
8000928;de:09276:10545;Bettmannsäge
8000932;de:08336:6660;Beuggen
8000933;de:08437:44000;Beuron
8000934;de:08119:3711;Beutelsbach
8000935;de:03360:4302;Bad Bevensen
8000941;de:10045:8000941;Bexbach
8000942;de:08317:11011;Biberach(Baden)
8000943;de:08426:6170;Biberach(Riß)
8000944;de:08426:6785;Biberach(Riß) Süd
8000945;de:09173:4720;Bichl
8000946;de:09189:90205;Bibelöd
8000948;de:06432:11251;Bickenbach(Bergstr)
8000951;de:06433:11268;Biebesheim
8000952;de:06534:11088;Biedenkopf
8000953;de:05711:5390;Bielefeld Ost
8000954;de:06534:10281;Biedenkopf-Schulzentrum
8000955;de:03360:10019;Bienenbüttel
8000956;de:05711:10385;Bielefeld-Senne
8000957;de:05758:9034;Bieren-Rödinghausen
8000959;de:08416:2506;Bieringen
8000961;de:05913:228;Dortmund-Hörde
8000962;de:09777:1289;Biessenhofen
8000963;de:08216:1820;Bietigheim(Baden)
8000965;de:08335:6722;Bietingen
8000966;de:05958:11312;Bigge
8000967;de:10041:8000967;Bildstock
8000968;de:08236:1792;Bilfingen
8000969;de:09774:2936;Billenhausen
8000970;de:05558:60008;Billerbeck
8000971;de:02000:21950;Hamburg Billwerder-Moorfleet
8000973;de:08225:9128;Binau
8000974;de:09472:22800;Bindlach
8000975;de:07339:32994;Bingen-Gaulsheim
8000976;de:07339:8199;Bingen(Rhein) Stadt
8000977;de:05914:2435;Hagen-Vorhalle
8000978;de:05962:3023;Binolen
8000983;de:05970:10285;Birkelbach
8000984;de:06431:286;Birkenau
8000985;de:06635:205218;Birkenbringhausen
8000986;de:08236:1090;Birkenfeld(Enz)
8000988;de:09277:6325;Bad Birnbach
8000989;de:07233:30288;Birresborn
8000996;de:06435:2504;Maintal West
8000997;de:09172:90195;Bischofswiesen
8000998;de:08216:34764;Bischweier
8000999;de:08417:30104;Bisingen
8001000;de:03241:6840;Bissendorf
8001002;de:08237:4322;Bittelbronn
8001003;de:09372:1104;Blaibach(Oberpf)
8001004;de:09780:809;Blaichach(Allgäu)
8001005;de:08126:19601;Bitzfeld
8001006;de:05382:57301;Blankenberg(Sieg)
8001007;de:02000:81950;Hamburg-Blankenese
8001008;de:05366:79401;Blankenheim(Wald)
8001009;de:08215:32239;Blankenloch
8001013;de:08425:2811;Blaubeuren
8001014;de:08127:20581;Blaufelden
8001015;de:08425:2713;Blaustein
8001017;de:08316:6503;Bleibach
8001018;de:06440:11149;Bleichenbach(Oberh)
8001027;de:10045:8001027;Blieskastel-Lautzkirchen
8001028;de:09773:7450;Blindheim
8001029;de:08326:6756;Blumberg-Riedöschingen
8001030;de:05170:36858;Blumenkamp
8001032;de:07338:336;Bobenheim
8001033;de:09772:7100;Bobingen
8001034;de:06431:410;Bobstadt
8001035;de:05911:5354;Bochum-Riemke
8001038;de:05911:5418;Bochum-Dahlhausen
8001039;de:05911:6700;Bochum-Ehrenfeld
8001043;de:07332:391;Bockenheim-Kindenheim
8001045;de:05915:35259;Bockum-Hövel
8001046;de:09780:558;Bodelsberg
8001047;de:08416:2106;Bodelshausen
8001048;de:03254:21766;Bodenburg
8001049;de:07131:80125;Bad Bodendorf
8001050;de:03155:11118;Bodenfelde
8001051;de:09276:80505;Bodenmais
8001052;de:03360:4339;Bad Bodenteich
8001054;de:09376:1720;Bodenwöhr Nord
8001055;de:08115:7100;Böblingen
8001056;de:08225:6760;Bödigheim
8001057;de:07338:373;Böhl-Iggelheim
8001058;de:09276:80504;Böhmhof
8001059;de:08335:6550;Böhringen-Rickelshausen
8001061;de:05978:12086;Bönen
8001063;de:03158:4256;Börßum
8001065;de:05558:60012;Bösensell
8001066;de:05962:2072;Bösperde
8001069;de:09278:579;Bogen
8001071;de:03459:11213;Bohmte
8001072;de:05166:22181;Boisheim
8001080;de:08115:4510;Bondorf(b Herrenberg)
8001081;de:05314:63201;Bonn Helmholtzstraße
8001082;de:05314:66101;Bonn-Bad Godesberg
8001083;de:05314:65101;Bonn-Beuel
8001084;de:05314:63101;Bonn-Duisdorf
8001085;de:05314:67301;Bonn-Mehlem
8001086;de:05314:68801;Bonn-Oberkassel
8001088;de:05314:62601;Bonn-Endenich Nord
8001089;de:03458:11521;Bookholzberg
8001090;de:08136:4204;Bopfingen
8001092;de:01058:11755;Bordesholm
8001093;de:05974:12851;Borgeln
8001095;de:05754:6337;Borgholzhausen
8001096;de:05566:31280;Steinfurt-Borghorst
8001097;de:05978:21696;Bork(Westf)
8001098;de:06634:209656;Borken(Hess)
8001104;de:06440:11144;Borsdorf(Hess)
8001106;de:06632:202580;Wildeck-Bosserode
8001107;de:05512:3283;Bottrop-Boy
8001108;de:05512:3447;Bottrop-Vonderort
8001110;de:10044:8001110;Bous(Saar)
8001111;de:08128:12276;Boxberg-Wölchingen
8001112;de:07132:1578;Brachbach
8001113;de:05370:3866;Brachelen
8001118;de:05711:5060;Brake(b Bielefeld)
8001119;de:08326:6711;Bräunlingen Bahnhof
8001120;de:03461:12657;Brake(Unterweser)
8001121;de:05762:7413;Brakel(Höxter)
8001122;de:03459:12827;Bramsche
8001123;de:03251:12880;Bramstedt(b Syke)
8001126;de:06532:11515;Brandoberndorf
8001129;de:09187:90185;Brannenburg
8001130;de:07141:11027;Braubach
8001131;de:08215:35081;Bretten-Ruit
8001132;de:06532:11121;Leun/Braunfels
8001134;de:03101:59;Braunschweig-Gliesmarode
8001136;de:01058:13463;Bredenbek
8001137;de:05958:11512;Bredelar
8001138;de:08215:35082;Bretten Rechberg
8001139;de:01054:13478;Bredstedt
8001143;de:08315:6504;Breisach
8001144;de:08215:1555;Bretten Schulzentrum
8001147;de:09778:2930;Breitenbrunn(Schwab)
8001148;de:09676:99311;Breitendiel
8001149;de:09471:21100;Breitengüßbach
8001152;de:08215:1553;Bretten Stadtmitte
8001153;de:07132:90363;Breitscheidt(Altenkirchen, Ww)
8001155;de:04011:14095;Bremen Neustadt
8001156;de:04011:13794;Bremen-Burg
8001157;de:04011:14318;Bremen-Hemelingen
8001159;de:04011:14321;Bremen-Lesum
8001160;de:04011:14053;Bremen-Mahndorf
8001161;de:04011:14323;Bremen-Oberneuland
8001162;de:04011:14324;Bremen-Oslebshausen
8001163;de:04011:14325;Bremen-Schönebeck
8001164;de:04011:14326;Bremen-Sebaldsbrück
8001165;de:04011:14329;Bremen-St Magnus
8001166;de:04011:14331;Bremen-Vegesack
8001167;de:04011:14333;Bremen-Walle
8001168;de:04012:14515;Bremerhaven-Lehe
8001170;de:04012:14517;Bremerhaven-Wulsdorf
8001174;de:08337:6577;Wehr-Brennet
8001176;de:03458:14638;Brettorf
8001177;de:07133:8179;Bretzenheim(Nahe)
8001178;de:08126:10101;Bretzfeld
8001179;de:09774:2935;Krumbach(Schw)Schule
8001180;de:05166:23814;Breyell
8001182;de:05958:63359;Brilon Stadt
8001183;de:05570:33341;Ostbevern
8001185;de:03360:15055;Brockhöfe
8001186;de:07131:80359;Brohl
8001188;de:03157:2466;Lengede-Broistedt
8001190;de:01061:15148;Brokstedt
8001191;de:08336:6630;Lörrach-Brombach/Hauingen
8001193;de:08128:13549;Kloster Bronnbach
8001196;de:06440:6499;Bruchenbrücken
8001197;de:08215:1855;Bruchsal Bildungszentrum
8001198;de:08215:1841;Bruchhausen(b Ettlingen)
8001199;de:06435:11322;Bruchköbel
8001200;de:07335:8121;Bruchmühlbach-Miesau
8001201;de:03459:15245;Bruchmühlen
8001203;de:09274:80491;Bruckberg
8001205;de:08116:5780;Brucken
8001207;de:09187:41227;Bruckmühl
8001209;de:07131:80016;Ahrbrück
8001212;de:08215:12639;Bruchsal Sportzentrum
8001213;de:05962:40;Brügge(Westf)
8001214;de:08215:32985;Bruchsal Am Mantel
8001215;de:05362:84101;Brühl
8001221;de:10043:8001221;Bubach
8001223;de:09572:6360;Bubenreuth
8001225;de:09675:75214;Buchbrunn-Mainstockheim
8001226;de:08225:6742;Buchen Ost
8001227;de:08225:9176;Buchen(Odenw)
8001228;de:06534:11091;Buchenau(Lahn)
8001229;de:09179:6200;Buchenau(Oberbay)
8001231;de:09184:2540;Buchenhain
8001234;de:08316:6532;Buchholz(Baden)
8001235;de:07140:11028;Boppard-Buchholz
8001236;de:06438:2702;Dreieich-Buchschlag
8001237;de:07339:8196;Budenheim
8001242;de:09576:8400;Büchenbach
8001244;de:06440:11150;Büches-Düdelsheim
8001245;de:03257:175;Bückeburg
8001248;de:06435:11173;Schöneck-Büdesheim
8001249;;Büdingen(Westerw)
8001250;de:06440:11151;Büdingen(Oberhess)
8001252;de:08216:32227;Bühl(Baden)
8001256;de:06534:11079;Bürgeln
8001258;de:03353:8001258;Büsenbachtal
8001259;de:01051:17279;Büsum
8001261;de:05162:20049;Büttgen
8001262;de:08315:6644;Buggingen
8001264;de:05362:87601;Buir
8001266;de:05558:15349;Buldern
8001267;de:07135:10319;Bullay(DB)
8001268;de:05970:10320;Burbach(Kr Siegen)
8001271;de:06532:11517;Burg(Dillkr) Nord
8001273;de:01051:15946;Burg(Dithm)
8001274;de:01055:26748;Fehmarn-Burg
8001276;de:09774:2790;Burgau(Schwab)
8001277;de:09575:14120;Burgbernheim
8001278;de:09575:14130;Burgbernheim-Wildbad
8001279;de:03241:9110;Burgdorf
8001281;de:08437:49114;Burgweiler
8001283;de:06631:11047;Burghaun(Hünfeld)
8001284;de:09171:1390;Burghausen
8001285;de:09185:7954;Burgheim
8001287;de:06434:11199;Burgholzhausen v d H
8001288;de:09171:10002;Burgkirchen
8001289;de:09478:27500;Burgkunstadt
8001290;de:09673:19001;Burglauer
8001293;de:09677:3968;Burgsinn
8001296;de:08119:7500;Burgstall(Murr)
8001297;de:09574:7350;Burgthann
8001298;de:09362:10339;Regensburg-Burgweinting
8001301;de:03462:16062;Burhafe(Ostfriesl)
8001302;de:10041:8001302;Burbach Mitte
8001308;de:05111:18259;Düsseldorf-Eller Mitte
8001310;de:09471:21160;Buttenheim
8001312;de:06440:11133;Butzbach
8001315;de:03359:51989;Buxtehude
8001316;de:03352:17352;Cadenberge
8001317;de:09573:5100;Cadolzburg
8001318;de:03151:1140;Calberlah
8001319;de:06534:11092;Caldern
8001320;de:08235:420;Calmbach Bahnhof
8001322;de:06533:11128;Bad Camberg
8001323;de:05558:15733;Capelle(Westf)
8001327;de:05562:925;Castrop-Rauxel Hbf
8001328;de:05562:5808;Castrop-Rauxel Süd
8001329;de:05562:5793;Castrop-Rauxel-Merklinde
8001330;de:09372:1154;Cham(Oberpf)
8001331;de:09372:1307;Chamerau
8001334;de:09463:70166;Coburg Nord
8001335;de:05754:6101;Clarholz
8001337;de:03453:17995;Cloppenburg
8001338;de:09463:72000;Coburg
8001339;de:09463:70141;Coburg-Neuses
8001340;de:07135:10330;Cochem(Mosel)
8001341;de:07340:95001;Contwig
8001342;de:03252:5020;Coppenbrügge
8001343;de:05558:17181;Coesfeld Schulzentrum
8001347;de:09463:71126;Creidlitz
8001348;de:09472:23000;Creußen(Oberfr)
8001352;de:03352:18450;Cuxhaven
8001354;de:09174:6800;Dachau Bahnhof
8001355;de:09174:6850;Dachau Stadt
8001357;de:05914:2300;Dahl
8001358;de:05970:10333;Dahlbruch
8001359;de:05366:79101;Dahlem(Eifel)
8001360;de:03355:8001360;Dahlenburg
8001362;de:05962:3434;Dahlerbrück
8001365;de:05370:6234;Dalheim
8001366;de:08225:8207;Dallau
8001372;de:03354:18980;Dannenberg Ost
8001373;de:09182:42812;Darching
8001375;de:06411:4720;Darmstadt Nord
8001376;de:06411:11226;Darmstadt Ost
8001377;de:06411:11320;Darmstadt Süd
8001378;de:06411:4733;Darmstadt-Arheilgen
8001379;de:06411:11321;Darmstadt-Eberstadt
8001380;de:06411:11328;Darmstadt-Kranichstein
8001382;de:09771:2100;Dasing
8001384;de:05382:59802;Dattenfeld(Sieg)
8001386;de:06411:16027;Darmstadt TU-Lichtwiese
8001387;de:01056:8001387;Dauenhof
8001388;de:07235:10214;Daufenbach
8001389;de:07141:12641;Dausenau
8001390;de:05558:62124;Davensberg
8001392;de:03241:9238;Dedenhausen
8001393;de:03241:9882;Dedensen-Gümmer
8001394;de:05974:35376;Dedinghausen
8001397;de:09271:5500;Deggendorf Hbf
8001399;de:07332:470;Deidesheim
8001400;de:09373:17400;Deining(Oberpf)
8001404;de:09184:2340;Deisenhofen
8001405;de:08325:1594;Deißlingen Mitte
8001406;de:07340:8064;Dellfeld
8001407;de:07340:95002;Dellfeld Ort
8001414;de:07233:31001;Densborn
8001415;de:08316:6505;Denzlingen
8001416;de:05366:71701;Weilerswist-Derkum
8001417;de:07131:80308;Dernau
8001418;de:07143:4682;Dernbach(Westerw)
8001420;de:05766:2000;Detmold
8001421;de:09675:29290;Dettelbach Bahnhof
8001422;de:08415:28209;Dettingen Lehen
8001424;de:08415:28212;Dettingen Freibad
8001426;de:08415:28213;Dettingen Gsaidt
8001427;de:09671:1042;Dettingen(Main)
8001428;de:08116:5778;Dettingen(Teck)
8001429;de:03158:485;Dettum
8001430;de:09375:107;Deuerling
8001432;de:05562:3073;Deuten
8001435;de:09672:75007;Diebach
8001438;de:02000:80958;Hamburg Diebsteich
8001439;de:09772:6100;Diedorf(Schwab)
8001443;de:03251:20359;Diepholz
8001447;de:09181:500;Dießen
8001448;de:07339:34233;Dienheim
8001450;de:09575:14250;Dietersheim
8001454;de:09780:318;Dietmannsried
8001455;de:06438:11519;Dietzenbach Mitte
8001456;de:06438:4647;Dietzenbach Bahnhof
8001457;de:07141:11033;Diez
8001458;;Diez Ost
8001459;de:06438:11520;Dietzenbach-Steinberg
8001460;de:06532:11001;Dillbrecht
8001463;de:09773:5300;Dillingen(Donau)
8001465;de:05170:37034;Dingden
8001466;de:09279:3200;Dingolfing
8001468;de:09772:6400;Dinkelscherben
8001469;de:05170:36259;Dinslaken
8001470;de:10043:8001470;Dirmingen
8001471;de:03459:20656;Dissen-Bad Rothenfelde
8001472;de:08128:13054;Distelhausen
8001474;de:08128:13048;Dittigheim
8001476;de:08118:7000;Ditzingen
8001479;de:08326:6754;Donaueschingen Allmendshofen
8001480;de:08326:6538;Döggingen
8001481;de:09472:22720;Döhlau
8001482;de:08326:6755;Donaueschingen Aufen
8001483;de:08326:6776;Donaueschingen Grüningen
8001484;de:09473:75249;Dörfles-Esbach
8001485;de:08326:6625;Donaueschingen Mitte/Siedlung
8001486;de:03454:8206;Dörpen
8001489;de:03361:22104;Dörverden
8001491;de:08337:6686;Dogern
8001492;de:03241:9254;Dollbergen
8001493;de:03359:8001493;Dollern
8001495;de:09176:8290;Dollnstein
8001499;de:09177:3656;Dorfen Bahnhof
8001502;de:03358:20977;Dorfmark
8001503;de:09676:99306;Dorfprozelten
8001504;de:06440:11176;Dorheim(Wetterau)
8001505;de:05913:726;Dortmund-Huckarde
8001506;de:05162:20268;Dormagen
8001507;de:05162:20280;Dormagen Chempark
8001511;de:06433:6899;Groß Gerau-Dornheim
8001512;de:08237:4001;Dornstetten
8001514;de:06440:4499;Dortelweil
8001515;de:05913:162;Dortmund-Scharnhorst
8001517;de:05913:670;Dortmund Knappschaftskrankenhaus
8001518;de:05913:352;Dortmund Möllerbrücke
8001519;de:05913:742;Dortmund-Nette/Oestrich
8001520;de:05913:132;Dortmund Stadthaus
8001521;de:05913:701;Dortmund Tierpark
8001522;de:05913:705;Dortmund Signal Iduna Park
8001523;de:05913:38;Dortmund-Aplerbeck
8001524;de:05913:39;Dortmund-Aplerbeck Süd
8001525;de:05913:497;Dortmund-Westerfilde
8001526;de:05913:642;Dortmund-Asseln Mitte
8001527;de:05913:53;Dortmund-Barop
8001528;de:05913:697;Dortmund-Bövinghausen
8001529;de:05913:647;Dortmund-Brackel
8001530;de:05913:114;Dortmund-Derne
8001531;de:05913:741;Dortmund-Wischlingen
8001532;de:05913:830;Dortmund-Huckarde Nord
8001533;de:05913:274;Dortmund-Kirchderne
8001534;de:05913:277;Dortmund-Kirchhörde
8001535;de:05913:672;Dortmund-Körne
8001536;de:05913:294;Dortmund-Kruckel
8001537;de:05913:298;Dortmund-Kurl
8001538;de:05913:700;Dortmund-Löttringhausen
8001539;de:05913:698;Dortmund-Lütgendortmund Nord
8001540;de:05913:327;Dortmund-Germania
8001541;de:05913:337;Dortmund-Marten
8001542;de:05913:341;Dortmund-Marten Süd
8001543;de:05913:343;Dortmund-Mengede
8001544;de:05913:390;Dortmund-Rahm
8001545;de:05913:441;Dortmund-Sölde
8001546;de:05913:507;Dortmund-Wickede
8001547;de:03352:21303;Dorum(Weserm)
8001548;de:09575:14240;Dottenheim
8001549;de:05913:1181;Dortmund-Somborn
8001554;de:06438:2704;Dreieich-Dreieichenhain
8001557;de:05370:3438;Heinsberg-Dremmen
8001558;de:05570:64230;Drensteinfurt
8001561;de:03251:21583;Dreye
8001566;de:05378:31202;Duckterath
8001567;de:06438:4643;Rodgau-Dudenhofen
8001570;de:10041:8001570;Dudweiler
8001571;de:05166:22229;Dülken
8001576;de:08215:1548;Dürrenbüchig
8001578;de:09184:2250;Dürrnhaar
8001579;de:05111:18785;Düsseldorf Friedrichstadt
8001580;de:05111:18517;Düsseldorf Flughafen Terminal
8001581;de:05111:18006;Düsseldorf Volksgarten
8001582;de:05111:18019;Düsseldorf Wehrhahn
8001583;de:05111:18012;Düsseldorf-Zoo
8001584;de:05111:18263;Düsseldorf-Benrath
8001585;de:05111:18249;Düsseldorf-Bilk
8001586;de:05111:18285;Düsseldorf-Derendorf
8001587;de:05111:18743;Düsseldorf-Eller
8001588;de:05111:18570;Düsseldorf-Eller Süd
8001589;de:05111:18576;Düsseldorf-Garath
8001590;de:05111:18217;Düsseldorf-Gerresheim
8001591;de:05111:18094;Düsseldorf-Oberbilk
8001592;de:05111:18209;Düsseldorf-Rath
8001593;de:05111:18210;Düsseldorf-Rath Mitte
8001594;de:05111:18748;Düsseldorf-Reisholz
8001595;de:05111:18206;Düsseldorf-Unterrath
8001596;de:05112:16341;Duisburg-Schlenk
8001597;de:05111:18111;Düsseldorf-Hamm
8001598;de:05111:18010;Düsseldorf-Flingern
8001599;de:05112:17026;Duisburg-Bissingheim
8001600;de:05112:16332;Duisburg-Buchholz
8001602;de:05112:16129;Duisburg-Großenbaum
8001603;de:05111:18115;Düsseldorf Völklinger Str.
8001605;de:05112:16084;Duisburg-Hochfeld Süd
8001607;de:05112:16162;Duisburg-Meiderich Ost
8001608;de:05112:16357;Duisburg-Obermeiderich
8001609;de:05112:16416;Duisburg-Rahm
8001611;de:05112:16021;Duisburg-Ruhrort
8001612;de:05112:16371;Duisburg-Wedau
8001614;de:09780:9002;Durach
8001616;de:08216:1819;Durmersheim
8001617;de:08416:2102;Dußlingen
8001618;de:06532:11015;Dutenhofen(Wetzlar)
8001619;de:09674:27615;Ebelsbach-Eltmann
8001620;de:09672:75198;Ebenhausen(Unterfr)
8001621;de:09184:2570;Ebenhausen-Schäftlarn
8001622;de:09777:9003;Ebenhofen
8001623;de:09478:15483;Ebensfeld
8001627;de:09474:9120;Ebermannstadt
8001628;de:09779:7001;Ebermergen
8001629;de:09674:75025;Ebern
8001632;de:08117:151;Ebersbach(Fils)
8001634;de:09175:4070;Ebersberg(Oberbay)
8001636;de:09473:75000;Ebersdorf(b Coburg)
8001638;de:07332:609;Ebertsheim
8001640;de:09471:21600;Ebing
8001643;de:08315:6661;Ebringen
8001645;de:03360:22597;Ebstorf(Uelzen)
8001646;de:03355:8001646;Echem
8001647;de:09178:2650;Eching
8001648;de:06440:11159;Echzell
8001650;de:08116:7003;Echterdingen
8001651;de:08127:21002;Eckartshausen-Ilshofen
8001654;de:01058:22679;Eckernförde
8001655;de:09576:8073;Eckersmühlen
8001659;de:06436:4998;Eddersheim
8001660;de:08128:12153;Edelfingen
8001663;de:07337:8301;Edenkoben
8001664;de:06635:205608;Vöhl-Ederbringhausen
8001665;de:07337:8302;Edesheim(Pfalz)
8001666;de:07135:11038;Ediger-Eller
8001668;de:06532:11009;Edingen(Wetzlar)
8001669;de:09187:90024;Edling
8001670;de:06440:11147;Effolderbach
8001671;de:08336:6631;Efringen-Kirchen
8001672;de:06438:2706;Egelsbach
8001674;de:09573:5077;Egersdorf
8001675;de:03241:5768;Egestorf(Deister)
8001676;de:09277:10616;Eggenfelden Mitte
8001677;de:09277:6000;Eggenfelden
8001678;de:09183:10610;Egglkofen
8001679;de:09375:117;Eggmühl
8001680;de:09474:9250;Eggolsheim
8001682;de:09175:4030;Eglharting
8001683;de:09181:501;Egling
8001684;de:08425:3140;Ehingen(Donau)
8001686;de:05766:3566;Ehlenbruch
8001687;de:03241:9328;Ehlershausen
8001688;de:07211:2122;Ehrang Ort
8001689;de:08115:5773;Ehningen(b Böblingen)
8001690;;Ehr
8001691;de:06635:209639;Ehringen
8001692;de:05974:35377;Ehringhausen(Kr Lippstadt)
8001693;de:06535:11465;Ehringshausen(Oberhess)
8001694;de:06532:11188;Ehringshausen(Kr Wetzlar)
8001700;de:05970:10400;Eichen(Kr Siegen)
8001701;de:06435:4543;Nidderau-Eichen
8001702;de:09179:6180;Eichenau(Oberbay)
8001704;de:06631:11064;Eichenzell
8001706;de:05966:10401;Eichhagen
8001707;de:08225:8204;Eicholzheim
8001708;de:09176:9004;Eichstätt Bahnhof
8001709;de:09176:8125;Eichstätt Stadt
8001712;de:05334:1260;Eilendorf
8001713;de:03241:8140;Eilvese
8001715;de:08336:6634;Eimeldingen
8001718;de:01004:23309;Einfeld
8001720;de:07312:8125;Einsiedlerhof
8001725;de:09189:41045;Eisenärzt
8001727;de:07336:8546;Eisenbach-Matzenbach
8001728;de:07333:3798;Eisenberg(Pfalz)
8001729;de:05970:10098;Eiserfeld(Sieg)
8001731;de:08117:155;Eislingen(Fils)
8001732;de:07333:4892;Eiswoog
8001734;de:09176:9005;Eitensheim
8001736;de:05382:59101;Eitorf
8001739;de:02000:82950;Hamburg Elbgaustraße
8001741;de:03241:5906;Völksen/Eldagsen
8001742;de:09672:75196;Elfershausen-Trimberg
8001745;de:05116:23189;Mönchengladbach-Lürrip
8001746;de:08118:1910;Ellental
8001747;de:08125:2003;Ellhofen
8001749;de:09577:16400;Ellingen(Bay)
8001751;de:08136:2007;Ellwangen
8001752;de:09774:2938;Ellzee
8001754;de:08128:13234;Elpersheim
8001760;de:03461:24103;Elsfleth
8001762;de:09562:3510;Eltersdorf
8001763;de:06439:11029;Eltville
8001764;de:06533:11022;Elz(Limburg/Lahn)
8001765;de:06533:11136;Elz(Limburg/Lahn) Süd
8001766;de:08316:6507;Elzach
8001767;de:03402:24249;Emden Außenhafen
8001768;de:03402:24289;Emden Hbf
8001770;de:07140:11043;Emmelshausen
