ASS_NR,VRS_NR,GlobalID/IFOPT,H_Name,H_Provgem,H_ProvOrt,H_KOORX,H_KOORY
3212,22274,de:05316:22274,M?hlenweg,Leverkusen,K?ppersteg,2569518,5658059
3213,22276,de:05316:22276,Reuschenberg Friedhof,Leverkusen,B?rrig,2569083,5658191
3214,21156,de:05316:21156,Carl-Duisberg-Str./Willy-Brandt-Ring,Leverkusen,Wiesdorf,2569658,5654644
3215,21163,de:05316:21163,Jenaer Str.,Leverkusen,Wiesdorf,2570120,5655120
3217,21161,de:05316:21161,Heinrich-Heine-Str.,Leverkusen,Wiesdorf,2570787,5654924
3218,21234,de:05316:21234,Legienstr.,Leverkusen,Manfort,2570752,5655165
3219,21233,de:05316:21233,Stegerwaldstr.,Leverkusen,Manfort,2570658,5655334
3220,23181,de:05316:23181,Hummelsheim,Leverkusen,Hummelsheim,2575468,5655293
3221,31143,de:05378:31143,Rothbroicher Str.,Bergisch Gladbach,Schildgen,2576124,5654693
3222,31145,de:05378:31145,Scharrenberg,Bergisch Gladbach,Schildgen,2576643,5654810
3223,36131,de:05378:36131,Osenau S?d,Odenthal,Mitte,2577431,5655501
3224,36141,de:05378:36141,Odenthal Rathaus,Odenthal,Mitte,2578260,5655833
3225,36142,de:05378:36142,Menrath,Odenthal,Mitte,2578676,5656673
3226,36631,de:05378:36631,Altenberg,Odenthal,Altenberg,2579227,5658123
3229,34543,de:05378:34543,Limmringhausen,Wermelskirchen,Dabringhausen,2581958,5661395
3231,34551,de:05378:34551,Dabringhausen Mitte,Wermelskirchen,Dabringhausen,2583256,5662610
3232,34555,de:05378:34555,Arnzh?uschen,Wermelskirchen,Dabringhausen,2584639,5663235
3233,34645,de:05378:34645,Stumpf,Wermelskirchen,Dabringhausen,2585311,5663644
3234,34644,de:05378:34644,Pantholz,Wermelskirchen,Dabringhausen,2585545,5663990
3235,53744,de:05382:53744,G?rreshof,Alfter,Mitte,2570844,5622963
3236,22260,de:05316:22260,Bendenweg,Leverkusen,B?rrig,2568795,5656627
3237,21343,de:05316:21343,Schnepfenflucht,Leverkusen,Rheindorf,2565976,5657949
3238,21431,de:05316:21431,Hitdorf Friedhof,Leverkusen,Hitdorf,2565478,5658283
3239,21433,de:05316:21433,F?hrstr.,Leverkusen,Hitdorf,2564550,5658716
3241,21435,de:05316:21435,Concordiastr.,Leverkusen,Hitdorf,2563603,5659214
3243,29232,de:05158:19842,Blee,Monheim am Rhein,Mitte,2562788,5659654
3244,29231,de:05158:19897,Alfred-Nobel-Str.,Monheim am Rhein,Mitte,2562325,5660098
3245,29241,de:05158:19899,Landwirtschaftszentrum,Monheim am Rhein,Mitte,2563103,5660584
3246,29247,de:05158:19896,Br?ckenschleeweg,Monheim am Rhein,Mitte,2562202,5660370
3247,29246,de:05158:19895,K?nigsberger Str.,Monheim am Rhein,Mitte,2562009,5660749
3248,29245,de:05158:19841,Bleer Str.,Monheim am Rhein,Mitte,2561935,5661156
3249,29244,de:05158:19845,Heerweg,Monheim am Rhein,Mitte,2562182,5661272
3250,29143,de:05158:19341,Kulturzentrum,Monheim am Rhein,Mitte,2562288,5661538
3251,29142,de:05158:19346,Monheim Markt,Monheim am Rhein,Mitte,2562482,5662005
3252,29141,de:05158:19347,Monheim Busbf,Monheim am Rhein,Mitte,2562397,5662125
3253,29134,de:05158:19844,Hasenstr.,Monheim am Rhein,Mitte,2562899,5662430
3254,29133,de:05158:19664,Finkenweg,Monheim am Rhein,Mitte,2563089,5662922
3255,699445,de:07233:30465,Busbahnhof,KELBERG,KELBERG,2565620,5572507
3257,21244,de:05316:21244,Mauspfad,Leverkusen,Manfort,2571777,5655907
3258,23441,de:05316:23441,Museum Morsbroich,Leverkusen,Schlebusch,2572322,5656092
3259,21252,de:05316:21252,Kalkstr.,Leverkusen,Manfort,2572065,5655253
3261,31142,de:05378:31142,Nittum,Bergisch Gladbach,Schildgen,2575342,5654381
3262,31141,de:05378:31141,Schildgen Kirche,Bergisch Gladbach,Schildgen,2575884,5653994
3263,31137,de:05378:31137,Odenthaler Markweg,Bergisch Gladbach,Schildgen,2575844,5653642
3264,31136,de:05378:31136,Katterbach,Bergisch Gladbach,Katterbach,2576117,5653230
3265,31140,de:05378:31140,Seelsheide,Bergisch Gladbach,Katterbach,2575489,5653332
3266,31139,de:05378:31139,Klutstein,Bergisch Gladbach,Schildgen,2575356,5652970
3267,31138,de:05378:31138,Klutstein Siedlung,Bergisch Gladbach,Schildgen,2575611,5652708
3268,31135,de:05378:31135,Torringen,Bergisch Gladbach,Paffrath,2576481,5652924
3269,31134,de:05378:31134,Hufer Weg,Bergisch Gladbach,Paffrath,2576988,5652590
3270,31133,de:05378:31133,Paffrath Kirche,Bergisch Gladbach,Paffrath,2577283,5652120
3271,31132,de:05378:31132,Von-Ketteler-Str.,Bergisch Gladbach,Mitte,2577925,5651744
3272,31131,de:05378:31131,An der Flora,Bergisch Gladbach,Mitte,2578124,5651628
3273,31271,de:05378:31271,Langemarckweg,Bergisch Gladbach,Mitte,2578760,5651645
3274,32142,de:05378:32142,H?hestr.,Burscheid,Mitte,2578871,5661557
3275,57277,de:05382:57277,Mahrberg,Hennef,Lauthausen,2593707,5627487
3276,32239,de:05378:32239,L?hsiedlung,Burscheid,Mitte,2579240,5661035
3277,36139,de:05378:36139,Funkenhof,Odenthal,Mitte,2578509,5655190
3278,36241,de:05378:36241,Voiswinkel,Odenthal,Mitte,2578886,5654250
3279,36244,de:05378:36244,K?chenberg,Odenthal,Mitte,2578071,5655210
3280,36242,de:05378:36242,Lanzemicher Weg,Odenthal,Mitte,2578498,5654737
3281,36243,de:05378:36243,Hirschweg,Odenthal,Mitte,2578122,5654941
3282,36235,de:05378:36235,In der Follm?hle,Odenthal,Mitte,2577706,5654199
3283,76434,de:05366:76434,Zingsheimer M?hle,Nettersheim,Pesch,2547774,5598521
3284,36232,de:05378:36232,Mutzbroicher Str.,Odenthal,Mitte,2578558,5653856
3285,36231,de:05378:36231,Sankt-Engelbert-Str.,Odenthal,Mitte,2578878,5654104
3286,36331,de:05378:36331,H?ffe,Odenthal,Mitte,2580480,5654988
3287,36332,de:05378:36332,Klasm?hle,Odenthal,Scherf,2581714,5656029
3288,36333,de:05378:36333,Pistershausen,Odenthal,Scherf,2582241,5656393
3289,36334,de:05378:36334,Klev,Odenthal,Scherf,2582492,5656536
3290,36531,de:05378:36531,Buscher Weg,Odenthal,Neschen,2582656,5656937
3291,36532,de:05378:36532,Scheuren,Odenthal,Neschen,2581982,5657312
3292,36541,de:05378:36541,Neschen Kirche,Odenthal,Neschen,2582561,5658175
3293,36544,de:05378:36544,B?merich,Odenthal,Neschen,2582091,5658450
3294,36545,de:05378:36545,H?ttchen,Odenthal,Neschen,2581780,5658800
3295,36546,de:05378:36546,Grimberg,Odenthal,Neschen,2581208,5658736
3296,36547,de:05378:36547,Schmeisig,Odenthal,Neschen,2580818,5658886
3297,53750,de:05382:53750,Lohheckenweg,Alfter,Mitte,2571054,5622475
3299,35534,de:05378:35534,Bechen Mitte,K?rten,Bechen,2584966,5656911
3300,31843,de:05378:31843,Unterboschbach,Bergisch Gladbach,Hebborn,2579053,5653598
3301,31842,de:05378:31842,Hebborn Kirche,Bergisch Gladbach,Hebborn,2579389,5652659
3302,31841,de:05378:31841,J?gerstr.,Bergisch Gladbach,Mitte,2579531,5652162
3303,31280,de:05378:31280,Am M?hlenberg,Bergisch Gladbach,Mitte,2579802,5651429
3304,53752,de:05382:53752,Olsdorf,Alfter,Mitte,2570828,5622596
3305,31232,de:05378:31232,Forum,Bergisch Gladbach,Mitte,2579620,5651265
3306,31264,de:05378:31264,Gronau Friedhof,Bergisch Gladbach,Gronau,2578653,5649660
3307,31263,de:05378:31263,Bergisch Gladbach Finanzamt,Bergisch Gladbach,Gronau,2578650,5650100
3309,53754,de:05382:53754,Strangheidgesweg,Alfter,Mitte,2570767,5622779
3310,31262,de:05378:31262,Richard-Zanders-Str.,Bergisch Gladbach,Mitte,2578854,5650500
3311,31278,de:05378:31278,Damaschkestr.,Bergisch Gladbach,Mitte,2577485,5650849
3312,31277,de:05378:31277,Nikolaus-Lenau-Str.,Bergisch Gladbach,Mitte,2577831,5650905
3313,31276,de:05378:31276,Am Stadion,Bergisch Gladbach,Mitte,2578229,5650956
3314,31241,de:05378:31241,Bergisch Gladbach Markt,Bergisch Gladbach,Mitte,2579394,5651228
3315,31281,de:05378:31281,Johannesstr.,Bergisch Gladbach,Rommerscheid,2579864,5651963
3316,31288,de:05378:31288,Bergstr.,Bergisch Gladbach,Rommerscheid,2579957,5651787
3317,31282,de:05378:31282,Rommerscheider Str.,Bergisch Gladbach,Rommerscheid,2580166,5651967
3318,31284,de:05378:31284,Rommerscheid,Bergisch Gladbach,Rommerscheid,2580947,5652078
3319,31285,de:05378:31285,Rommerscheider H?he,Bergisch Gladbach,Rommerscheid,2580693,5651929
3320,31286,de:05378:31286,Margaretenh?he,Bergisch Gladbach,Rommerscheid,2580290,5651792
3321,31287,de:05378:31287,H?henweg,Bergisch Gladbach,Mitte,2579989,5651667
3323,31834,de:05378:31834,Hebborner Str.,Bergisch Gladbach,Hebborn,2578417,5652623
3324,31833,de:05378:31833,Am Vogelherd,Bergisch Gladbach,Hebborn,2578559,5652453
3325,31835,de:05378:31835,Mutzer Str.,Bergisch Gladbach,Hebborn,2578647,5652755
3326,31832,de:05378:31832,J?gerhof,Bergisch Gladbach,Hebborn,2578626,5652341
3327,31831,de:05378:31831,An der Engelsfuhr,Bergisch Gladbach,Mitte,2578797,5652144
3328,57944,de:05382:57944,Dambroich Ort,HENNEF,Dambroich,2587636,5624277
3329,31272,de:05378:31272,Im Aspert,Bergisch Gladbach,Mitte,2578860,5651991
3330,31743,de:05378:31743,Heidkamp Schule,Bergisch Gladbach,Mitte,2579842,5650361
3332,53853,de:05382:53853,Wasserturm,Alfter,Gielsdorf,2571705,5621289
3333,31752,de:05378:31752,An der Zinkh?tte,Bergisch Gladbach,Heidkamp,2579438,5649674
3334,31751,de:05378:31751,Scheidtbachstr.,Bergisch Gladbach,Mitte,2579384,5649891
3335,57256,de:05382:57256,Happerscho?er Str.,HENNEF,Br?l,2593617,5629389
3336,55899,de:05382:55899,Hangelar Grundschule,Sankt Augustin,Hangelar,2582212,5625777
3339,53855,de:05382:53855,Steingasse / Waldstr.,Alfter,Oedekoven,2571600,5620778
3340,53860,de:05382:53860,Oedekoven Kapelle,Alfter,Oedekoven,2572070,5620995
3343,31233,de:05378:31233,Sonnenweg,Bergisch Gladbach,Mitte,2580422,5651444
3344,31331,de:05378:31331,Dombach,Bergisch Gladbach,Mitte,2581224,5651620
3345,31332,de:05378:31332,Schiff,Bergisch Gladbach,Herrenstrunden,2582528,5652755
3346,31333,de:05378:31333,Herrenstrunden,Bergisch Gladbach,Herrenstrunden,2582770,5652945
3347,31334,de:05378:31334,Unterthal,Bergisch Gladbach,Herrenstrunden,2583732,5653554
3348,31361,de:05378:31361,Grube,Bergisch Gladbach,Romaney,2580574,5652916
3349,31362,de:05378:31362,Romaney,Bergisch Gladbach,Romaney,2581302,5653056
3350,31363,de:05378:31363,Siefen B506,Bergisch Gladbach,Romaney,2581582,5653538
3351,36431,de:05378:36431,Altehufe,Odenthal,Eikamp,2582236,5653942
3352,36433,de:05378:36433,Schallemicher Str.,Odenthal,Eikamp,2583333,5654455
3353,36434,de:05378:36434,Trienenhaus,Odenthal,Eikamp,2583906,5654848
3354,35431,de:05378:35431,Spitze,K?rten,D?rscheid,2584684,5653425
3355,35441,de:05378:35441,Blissenbach,K?rten,D?rscheid,2584623,5654148
3356,35531,de:05378:35531,Schanze,K?rten,Bechen,2584439,5655132
3357,35532,de:05378:35532,Herweg,K?rten,Bechen,2584714,5655563
3358,35533,de:05378:35533,Sankt-Maternus-Eck,K?rten,Bechen,2584958,5656040
3359,35535,de:05378:35535,Heiderjansfeld,K?rten,Bechen,2585267,5657321
3360,35536,de:05378:35536,Neuensaal,K?rten,Bechen,2586121,5657438
3361,35537,de:05378:35537,Herrscherthal,K?rten,Bechen,2586450,5658083
3362,35538,de:05378:35538,Eisenkaul,K?rten,Weiden,2586587,5658602
3363,57150,de:05382:57150,B?dinger Hof,Hennef,Geisbach,2592088,5626331
3364,83754,de:05362:83754,Am Druvendriesch,H?rth,Fischenich,2562832,5635966
3365,35631,de:05378:35631,Weiden B506,K?rten,Weiden,2586927,5659448
3366,35633,de:05378:35633,Hutsherweg,K?rten,Weiden,2587295,5659959
3367,35634,de:05378:35634,Wolfsorth,K?rten,Weiden,2588211,5660269
3368,35635,de:05378:35635,D?rnchen,K?rten,Weiden,2588731,5660560
3369,35636,de:05378:35636,Schmitte,K?rten,Weiden,2589143,5660854
3370,35637,de:05378:35637,Laudenberg,K?rten,Weiden,2589710,5661058
3371,35638,de:05378:35638,Neulaudenberg,K?rten,Weiden,2590114,5661163
3372,35641,de:05378:35641,"Weiden, Garage",K?rten,Weiden,2586999,5659166
3373,35153,de:05378:35153,K?rten-Weiden Busch,K?rten,Weiden,2587831,5658992
3374,35152,de:05378:35152,Am Halfenberg,K?rten,Mitte,2588358,5658375
3375,35141,de:05378:35141,K?rten Rathaus,K?rten,Mitte,2588864,5658274
3376,35132,de:05378:35132,Waldm?hle,K?rten,Mitte,2588626,5657338
3377,35131,de:05378:35131,Breibacher Weg,K?rten,Mitte,2588386,5656618
3378,35333,de:05378:35333,Eichhof,K?rten,Mitte,2588623,5655363
3379,35332,de:05378:35332,Offermannsheider Str.,K?rten,Biesfeld,2587280,5654459
3380,35331,de:05378:35331,Miebach,K?rten,D?rscheid,2586594,5653904
3381,35433,de:05378:35433,Steeg,K?rten,D?rscheid,2585852,5653690
3382,35432,de:05378:35432,D?rscheid Kirche,K?rten,D?rscheid,2585458,5653417
3383,35334,de:05378:35334,S?lze,K?rten,Mitte,2589257,5655161
3384,35335,de:05378:35335,Grunderm?hle,K?rten,Mitte,2589757,5654801
3385,35231,de:05378:35231,Unterselbach,K?rten,Olpe,2589735,5656094
3386,35232,de:05378:35232,Mittelselbach,K?rten,Olpe,2589667,5656487
3387,35233,de:05378:35233,Olpe,K?rten,Olpe,2590419,5657433
3388,35234,de:05378:35234,Erlenbusch,K?rten,Olpe,2591168,5657840
3389,35235,de:05378:35235,Delling Abzw.,K?rten,Olpe,2591363,5658000
3390,35236,de:05378:35236,Forsten,K?rten,Olpe,2591417,5658561
3391,35237,de:05378:35237,Bilstein,K?rten,Olpe,2592089,5659229
3392,35144,de:05378:35144,Junkerm?hle,K?rten,Mitte,2592364,5659799
3393,35143,de:05378:35143,S?rth,K?rten,Mitte,2590989,5659044
3394,35142,de:05378:35142,Splash Bad,K?rten,Mitte,2590335,5658789
3395,35145,de:05378:35145,Furth,K?rten,Mitte,2593324,5660442
3396,42832,de:05374:42832,Ente,Wipperf?rth,Wipperfeld,2591374,5661312
3397,42833,de:05374:42833,Fahlenbock,Wipperf?rth,Wipperfeld,2591599,5662268
3398,42834,de:05374:42834,Erlen/B506,Wipperf?rth,Wipperfeld,2592179,5662695
3399,42835,de:05374:42835,Lamsfu?,Wipperf?rth,Wipperfeld,2592606,5663088
3400,42836,de:05374:42836,Wipperfeld Kirche,Wipperf?rth,Wipperfeld,2592862,5662461
3401,42840,de:05374:42840,Schniffelsh?he,Wipperf?rth,Wipperfeld,2593775,5663628
3402,42841,de:05374:42841,Kaplansherweg,Wipperf?rth,Wipperfeld,2594264,5663757
3403,42842,de:05374:42842,Kluse,Wipperf?rth,Wipperfeld,2595270,5664191
3404,42843,de:05374:42843,Klingsiepen,Wipperf?rth,Wipperfeld,2595697,5664306
3405,42837,de:05374:42837,Unterschwarzen,Wipperf?rth,Wipperfeld,2593508,5661271
3406,42648,de:05374:42648,Ahe,Wipperf?rth,Thier,2595615,5661526
3407,42649,de:05374:42649,J?rgensm?hle,Wipperf?rth,Thier,2594449,5660508
3408,42645,de:05374:42645,Ballsiefen,Wipperf?rth,Thier,2595351,5660595
3409,42644,de:05374:42644,Thier,Wipperf?rth,Thier,2596014,5661437
3410,42643,de:05374:42643,F?rden,Wipperf?rth,Thier,2596076,5662245
3411,42650,de:05374:42650,Kohlgrube,Wipperf?rth,Thier,2596006,5662312
3412,42642,de:05374:42642,Erlen,Wipperf?rth,Thier,2596260,5663348
3413,42641,de:05374:42641,Weinbach,Wipperf?rth,Thier,2596830,5663876
3414,42338,de:05374:42338,Unterweinbach,Wipperf?rth,Mitte,2596832,5664523
3415,42336,de:05374:42336,Dr.-Leo-Zorn-Platz,Wipperf?rth,Mitte,2597351,5665310
3416,42341,de:05374:42341,Wipperf?rth Busbf,Wipperf?rth,Mitte,2598027,5665624
3417,53942,de:05382:53942,Heidgen,Alfter,Heidgen,2572360,5616201
3418,42646,de:05374:42646,Ommerborn Abzw.,Wipperf?rth,Thier,2594975,5660372
3419,53943,de:05382:53943,Buschhovener Str.,Alfter,Witterschlick,2572002,5617606
3420,76837,de:05366:76837,Tondorf Parkplatz,Nettersheim,Tondorf,2550493,5593431
3422,53944,de:05382:53944,Heerstr.,Alfter,Witterschlick,2572968,5617588
3423,93292,de:05158:19789,Stadtgalerie,Langenfeld,Mitte,2566436,5664434
3424,22131,de:05316:22131,Autobahnbr?cke Solinger Str.,Leverkusen,Rheindorf,2569199,5660188
3425,21351,de:05316:21351,Neuburger Hof,Leverkusen,Rheindorf,2568240,5659502
3426,22145,de:05316:22145,Im Staderfeld,Leverkusen,Opladen,2569833,5661200
3427,22144,de:05316:22144,Sandstr./Bahn?bergang,Leverkusen,Opladen,2569844,5661561
3428,33232,de:05378:33232,Rothenberg,Leichlingen,Mitte,2569941,5662355
3429,33235,de:05378:33235,F?rstchen,Leichlingen,Mitte,2570024,5663316
3430,33237,de:05378:33237,Am Adler,Leichlingen,Mitte,2570073,5664442
3431,33150,de:05378:33150,Ziegwebersberg,Leichlingen,Mitte,2570243,5664905
3432,33101,de:05378:33101,Leichlingen Bf,Leichlingen,Mitte,2570480,5664086
3433,33152,de:05378:33152,Poststr.,Leichlingen,Mitte,2570763,5663815
3434,33236,de:05378:33236,Unterschmitte,Leichlingen,Mitte,2570021,5663933
3435,22152,de:05316:22152,Rennbaumstr.,Leverkusen,Opladen,2570610,5659881
3436,22172,de:05316:22172,Franz-Esser-Str.,Leverkusen,Opladen,2570885,5660426
3437,22173,de:05316:22173,Imbacher Weg,Leverkusen,Opladen,2571000,5660462
3438,22174,de:05316:22174,Am Wasserturm,Leverkusen,Opladen,2571633,5660229
3439,22431,de:05316:22431,Am Plattenbusch,Leverkusen,Bergisch-Neukirchen,2572077,5660481
3440,22432,de:05316:22432,Wuppertalstr.,Leverkusen,Bergisch-Neukirchen,2572548,5660827
3441,22433,de:05316:22433,Leverkusen Stadthalle,Leverkusen,Bergisch-Neukirchen,2572352,5661066
3442,22435,de:05316:22435,Imbach,Leverkusen,Bergisch-Neukirchen,2571863,5661369
3443,22443,de:05316:22443,Pattscheid Bahnhof,Leverkusen,Pattscheid,2574371,5662394
3444,93396,de:05122:13012,Haasenm?hle,Solingen,Aufderh?he,2571860,5666776
3445,93395,de:05122:13018,Schirpenbruch,Solingen,Aufderh?he,2571876,5667615
3446,93394,de:05122:13840,Kohlsberg Abzw.,Solingen,Aufderh?he,2571967,5668020
3447,93393,de:05122:13657,Br?cke,Solingen,Aufderh?he,2572083,5668410
3448,93592,de:05122:13656,Neuenhaus,Solingen,H?hscheid,2573191,5668725
3449,93590,de:05122:13640,Bauermannskulle,Solingen,H?hscheid,2573881,5669057
3450,93583,de:05122:13873,Lindenhof,Solingen,H?hscheid,2574632,5669352
3451,93580,de:05122:13870,Technologiezentrum,Solingen,H?hscheid,2575427,5670186
3452,93451,de:05122:13572,Graf-Wilhelm-Platz,Solingen,Solingen,2575765,5671214
3453,93575,de:05122:13736,Rathausstr.,Solingen,H?hscheid,2576260,5670460
3454,93574,de:05122:13735,Bismarckplatz,Solingen,H?hscheid,2576401,5670124
3455,93568,de:05122:13733,Steinenhaus,Solingen,H?sten,2576911,5669627
3456,93565,de:05122:13730,H?sten,Solingen,H?sten,2577654,5668512
3457,93564,de:05122:13014,Hohenscheid,Solingen,H?sten,2576835,5668125
3458,93563,de:05122:13002,Balkhausen,Solingen,H?sten,2577373,5667661
3459,93562,de:05122:13003,Balkhauser Kotten,Solingen,H?sten,2577768,5667587
3460,93561,de:05122:13011,Gl?der,Solingen,H?sten,2578310,5667141
3461,53945,de:05382:53945,Lorenweg,Alfter,Witterschlick,2572141,5617508
3462,93514,de:05122:13741,Eichenstr.,Solingen,Widdert,2575674,5668935
3463,93513,de:05122:13016,Odenthal,Solingen,Widdert,2576364,5668636
3464,93512,de:05122:13007,Breidbach,Solingen,Widdert,2576081,5668278
3465,93511,de:05122:13024,W?stenhof,Solingen,Widdert,2576070,5667776
3466,32141,de:05378:32141,Burscheid Bf,Burscheid,Mitte,2578605,5661616
3467,32131,de:05378:32131,Jahnstr.,Burscheid,Mitte,2577420,5661775
3468,32132,de:05378:32132,F?llsichel,Burscheid,Mitte,2577902,5661748
3469,32135,de:05378:32135,?lm?hle,Burscheid,Mitte,2578068,5662440
3470,32134,de:05378:32134,Herkensiefen,Burscheid,Mitte,2577882,5662779
3471,32431,de:05378:32431,Paffenl?h,Burscheid,Mitte,2577844,5663243
3472,32432,de:05378:32432,Berringhausen,Burscheid,Mitte,2578538,5663551
3473,32433,de:05378:32433,Benninghausen,Burscheid,Mitte,2579257,5663522
3474,32434,de:05378:32434,?singhausen,Burscheid,Mitte,2579562,5663491
3475,32435,de:05378:32435,Kippekofen,Burscheid,Mitte,2579873,5663729
3476,32344,de:05378:32344,Heide,Burscheid,Hilgen,2580180,5664202
3477,32343,de:05378:32343,H?rringhausen,Burscheid,H?rringhausen,2580373,5663942
3478,32341,de:05378:32341,Hilgen Mitte,Burscheid,Hilgen,2581093,5663844
3479,32340,de:05378:32340,Buchenweg,Burscheid,Hilgen,2580789,5663292
3480,32332,de:05378:32332,D?nweg,Burscheid,Hilgen,2580447,5662935
3481,32136,de:05378:32136,Luisenstr.,Burscheid,Mitte,2578120,5661995
3482,33545,de:05378:33545,Wupperhof,Leichlingen,Mitte,2575867,5667429
3483,33531,de:05378:33531,Kleine Heide,Leichlingen,Witzhelden,2580008,5664414
3484,33532,de:05378:33532,Kuhle,Leichlingen,Witzhelden,2579412,5665083
3485,33533,de:05378:33533,Neuenhof,Leichlingen,Witzhelden,2579104,5665316
3486,33534,de:05378:33534,Meie,Leichlingen,Witzhelden,2578525,5665395
3487,33535,de:05378:33535,N?senh?fen,Leichlingen,Witzhelden,2578135,5665304
3488,33541,de:05378:33541,Witzhelden Busbf,Leichlingen,Witzhelden,2577802,5665224
3489,33539,de:05378:33539,Richtershof,Leichlingen,Witzhelden,2577275,5664798
3490,33538,de:05378:33538,Kr?hwinkel,Leichlingen,Witzhelden,2576820,5664568
3491,33435,de:05378:33435,Metzholz,Leichlingen,Witzhelden,2576206,5664300
3492,33434,de:05378:33434,Friedrichsh?he,Leichlingen,Witzhelden,2575697,5664049
3493,33433,de:05378:33433,Bremersheide,Leichlingen,Mitte,2574882,5663442
3494,33432,de:05378:33432,St?cken,Leichlingen,Mitte,2573925,5663203
3495,33431,de:05378:33431,Junkersholz,Leichlingen,Mitte,2573167,5663187
3496,33139,de:05378:33139,Sonne,Leichlingen,Mitte,2572257,5663015
3497,33132,de:05378:33132,B?scherh?fen,Leichlingen,Mitte,2571306,5663041
3498,33131,de:05378:33131,Balken,Leichlingen,Mitte,2571693,5662161
3499,33542,de:05378:33542,Flamerscheid,Leichlingen,Witzhelden,2577847,5665682
3500,33543,de:05378:33543,Herscheid,Leichlingen,Witzhelden,2577132,5665831
3501,33544,de:05378:33544,Orth,Leichlingen,Witzhelden,2576525,5666307
3502,33547,de:05378:33547,Unterherscheid,Leichlingen,Witzhelden,2576756,5665791
3503,33331,de:05378:33331,Oberb?scherhof,Leichlingen,Witzhelden,2575968,5665329
3504,33332,de:05378:33332,Sankt Heribert,Leichlingen,Mitte,2574417,5664819
3505,33333,de:05378:33333,Gr?nscheid,Leichlingen,Mitte,2573906,5665143
3506,33334,de:05378:33334,Kempen,Leichlingen,Mitte,2573339,5665538
3507,33335,de:05378:33335,Hohlenweg,Leichlingen,Mitte,2572960,5665663
3508,33336,de:05378:33336,Oberschmitte,Leichlingen,Mitte,2572562,5665494
3510,33338,de:05378:33338,Bergerhof,Leichlingen,Mitte,2572145,5665032
3511,33161,de:05378:33161,Wacholder,Leichlingen,Mitte,2572030,5664719
3512,53947,de:05382:53947,Ulmenweg,Alfter,Witterschlick,2571987,5618023
3513,33138,de:05378:33138,Im Dorffeld,Leichlingen,Mitte,2571482,5664050
3514,33137,de:05378:33137,Kleiststr.,Leichlingen,Mitte,2571565,5663808
3515,33136,de:05378:33136,Amselstr.,Leichlingen,Mitte,2571812,5663466
3516,33135,de:05378:33135,Vogelwarte,Leichlingen,Mitte,2571999,5663297
3517,33134,de:05378:33134,Hasensprung,Leichlingen,Mitte,2571694,5663165
3518,33133,de:05378:33133,Alte Holzer Str.,Leichlingen,Mitte,2571366,5663358
